Adj_Open,Adj_High,Adj_Low,Adj_Close
0.443829345,0.443829345,0.427663854,0.434880591
0.434880591,0.438344625,0.414962396,0.416694413
0.416694413,0.434880591,0.414962396,0.431127888
0.433004239,0.454654451,0.433004239,0.447437714
0.447437714,0.476304663,0.440220977,0.476304663
0.476304663,0.490738138,0.467211574,0.467211574
0.467211574,0.472696295,0.451046083,0.456386468
0.456386468,0.45826282,0.431127888,0.433004239
0.433004239,0.454654451,0.433004239,0.452922435
0.452922435,0.460139172,0.451046083,0.452922435
0.452922435,0.456386468,0.443829345,0.445705697
0.445705697,0.445705697,0.405869307,0.405869307
0.411354028,0.429395871,0.411354028,0.416694413
0.416694413,0.440220977,0.414962396,0.425787502
0.425787502,0.431127888,0.409622011,0.418570765
0.418570765,0.42391115,0.40413729,0.416694413
0.416694413,0.461871189,0.414962396,0.460139172
0.460139172,0.487129769,0.460139172,0.469087926
0.469087926,0.476304663,0.461871189,0.469087926
0.463603206,0.463603206,0.452922435,0.45826282
0.45826282,0.487129769,0.454654451,0.483521401
0.483521401,0.499686892,0.472696295,0.488861786
0.488861786,0.503439596,0.476304663,0.478181015
0.470964278,0.470964278,0.447437714,0.454654451
0.447437714,0.447437714,0.416694413,0.422179134
0.418570765,0.418570765,0.413086044,0.413086044
0.413086044,0.438344625,0.40413729,0.409622011
0.409622011,0.411354028,0.39865257,0.407745659
0.407745659,0.422179134,0.40413729,0.414962396
0.414962396,0.438344625,0.413086044,0.434880591
0.434880591,0.436612608,0.429395871,0.433004239
0.433004239,0.436612608,0.425787502,0.436612608
0.438344625,0.449169731,0.438344625,0.449169731
0.449169731,0.461871189,0.445705697,0.461871189
0.461871189,0.474428312,0.45826282,0.472696295
0.472696295,0.487129769,0.463603206,0.469087926
0.469087926,0.470964278,0.447437714,0.452922435
0.452922435,0.45826282,0.427663854,0.433004239
0.433004239,0.438344625,0.431127888,0.431127888
0.431127888,0.436612608,0.407745659,0.411354028
0.411354028,0.436612608,0.40413729,0.434880591
0.434880591,0.440220977,0.427663854,0.436612608
0.436612608,0.438344625,0.418570765,0.420447117
0.420447117,0.425787502,0.396920553,0.396920553
0.396920553,0.418570765,0.393312184,0.414962396
0.414962396,0.425787502,0.414962396,0.420447117
0.425787502,0.454654451,0.425787502,0.443829345
0.443829345,0.447437714,0.436612608,0.443829345
0.445705697,0.476304663,0.445705697,0.476304663
0.476304663,0.499686892,0.472696295,0.49261449
0.49261449,0.503439596,0.469087926,0.481645049
