Date,AAPL,MSFT,GOOG,SPY
2016-11-28,110.19194749303,59.291981254315,768.24,212.23239135742188
2016-11-29,110.08330615374,59.761543224321,770.84,212.6463165283203
2016-11-30,109.15491652711,58.949592317852,758.04,212.13613891601562
2016-12-01,108.13763853197,57.912642967422,747.92,211.3564453125
2016-12-02,108.54257443295,57.961555672631,750.5,211.46231079101562
2016-12-05,107.76233208716,58.910462153685,762.52,212.7329559326172
2016-12-06,108.5919568599,58.646333545557,759.11,213.40675354003906
2016-12-07,109.65861728198,60.035454373491,771.19,216.1982879638672
2016-12-08,110.73515418946,59.683282895987,776.42,216.72772216796875
2016-12-09,112.54255101578,60.622406835999,789.29,218.0368194580078
2016-12-12,111.90057946545,60.818057656835,789.27,217.78656005859375
2016-12-13,113.76723520411,61.61044348122,796.1,219.2400665283203
2016-12-14,113.76723520411,61.316967249967,797.07,217.43040466308594
2016-12-15,114.38945378366,61.219141839549,797.85,218.32559204101562
2016-12-16,114.5376010645,60.945230690378,790.8,217.89852905273438
2016-12-19,115.19932558561,62.236526107895,794.2,218.37298583984375
2016-12-20,115.50549663269,62.158265779561,796.42,219.21536254882812
2016-12-21,115.61413797198,62.158265779561,794.56,218.6053924560547
2016-12-22,114.85364859697,62.168048320603,791.26,218.2277374267578
2016-12-23,115.08080776094,61.864789548307,789.91,218.54727172851562
2016-12-27,115.81166767978,61.903919712474,791.55,219.08949279785156
2016-12-28,115.31784341029,61.620226022262,785.05,217.27882385253906
2016-12-29,115.28821395412,61.532183152886,782.79,217.23043823242188
2016-12-30,114.38945378366,60.78871003371,771.82,216.4364471435547
2017-01-03,114.71537780152,61.219141839549,786.14,218.09217834472656
2017-01-04,114.58698349145,60.945230690378,786.9,219.38967895507812
2017-01-05,115.16969612944,60.945230690378,794.02,219.21536254882812
2017-01-06,116.45363923011,61.473487906635,806.15,219.99966430664062
2017-01-09,117.5202996522,61.277837085799,806.65,219.27349853515625
2017-01-10,117.63881747687,61.258272003716,804.79,219.27349853515625
2017-01-11,118.27091254181,61.815876843098,807.91,219.8931427001953
2017-01-12,117.77708827233,61.248489462674,806.36,219.34124755859375
2017-01-13,117.56968207915,61.33653233205,807.88,219.84474182128906
2017-01-17,118.51782467656,61.17022913434,804.61,219.07012939453125
2017-01-18,118.50794819117,61.140881511214,806.07,219.55426025390625
2017-01-19,118.30054199798,60.945230690378,802.175,218.7409210205078
2017-01-20,118.51782467656,61.375662496217,805.02,219.54458618164062
2017-01-23,118.59683655968,61.590878399137,819.31,218.97329711914062
2017-01-24,118.48819522039,62.138700697477,823.87,220.37730407714844
2017-01-25,120.37460392982,62.295221354146,835.67,222.28477478027344
2017-01-26,120.43386284216,62.872391275612,832.15,222.05239868164062
2017-01-27,120.44373932755,64.349554972923,823.31,221.70382690429688
2017-01-30,120.12769179508,63.713689805206,802.32,220.32887268066406
